EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,HourlyRate,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PerformanceRating,StandardHours,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Hours,Shift
1692811,31,No,Travel_Rarely,Nursing,5,3,Technical Degree,Male,51,2,Nurse,3,Married,8346,20943,1,Y,No,3,40,6,3,3,5,2,0,2,12,1
1692699,39,No,Travel_Rarely,Care,10,1,Medical,Male,65,3,Administrative,3,Single,13464,7914,7,Y,No,4,40,9,3,3,4,3,2,2,12,0
1692477,42,No,Travel_Rarely,Care,29,3,Medical,Male,56,2,Nurse,4,Single,4272,9558,4,Y,No,3,40,16,3,3,1,0,0,0,12,0
1691971,46,No,Non-Travel,Nursing,26,2,Life Sciences,Male,98,2,Nurse,2,Single,7991,25166,8,Y,No,3,40,6,3,3,2,2,2,2,12,1
1690577,35,Yes,Travel_Rarely,Care,14,4,Other,Male,39,1,Nurse,2,Divorced,3743,10074,1,Y,No,4,40,5,2,1,4,2,0,2,12,1
1689960,36,No,Travel_Rarely,Nursing,1,4,Life Sciences,Female,73,2,Nurse,3,Single,6815,21447,6,Y,No,3,40,15,5,3,1,0,0,0,12,1
1689576,45,No,Non-Travel,Care,1,1,Life Sciences,Male,74,3,Nurse,3,Married,10748,3395,3,Y,No,4,40,25,3,2,23,15,14,4,12,1
1689558,34,No,Travel_Rarely,Dietary,1,2,Medical,Male,94,2,Therapist,2,Married,4325,17736,1,Y,No,3,40,5,2,3,5,2,1,3,0,1
1689256,32,No,Non-Travel,Nursing,11,4,Other,Male,60,2,Nurse,3,Married,4707,23914,8,Y,No,3,40,6,2,3,4,2,1,2,12,1
1689022,53,No,Travel_Rarely,Nursing,7,2,Marketing,Female,78,3,Nurse,4,Married,10934,20715,7,Y,No,3,40,35,3,3,5,2,0,4,12,0
1688979,30,No,Travel_Rarely,Nursing,8,2,Other,Male,62,3,Nurse,3,Divorced,7264,9977,5,Y,No,3,40,10,2,4,8,4,7,7,12,1
1688790,49,No,Travel_Rarely,Care,6,1,Life Sciences,Female,41,4,Other,3,Married,13966,11652,2,Y,No,3,40,30,3,3,15,11,2,12,12,1
1687721,32,No,Travel_Frequently,Nursing,10,4,Marketing,Male,79,2,Nurse,4,Single,4648,26075,8,Y,No,3,40,4,2,4,0,0,0,0,12,0
1687357,40,No,Travel_Rarely,Care,15,3,Life Sciences,Female,80,3,Therapist,3,Married,10435,25800,1,Y,No,3,40,18,2,3,18,15,14,12,12,1
1686305,38,No,Travel_Frequently,Care,12,3,Life Sciences,Male,45,2,Nurse,1,Divorced,6288,4284,2,Y,No,3,40,13,3,2,4,3,1,2,12,1
1685947,35,No,Travel_Rarely,Nursing,3,4,Life Sciences,Male,92,3,Nurse,4,Divorced,7823,6812,6,Y,No,3,40,12,2,3,10,9,0,8,12,1
1685917,29,No,Travel_Rarely,Care,8,1,Other,Female,39,2,Nurse,1,Married,9715,7288,3,Y,No,3,40,9,3,3,7,7,0,7,12,1
1685681,26,No,Travel_Frequently,Care,3,1,Technical Degree,Male,73,1,Other,1,Single,3102,6582,0,Y,No,4,40,7,2,3,6,4,0,4,12,1
1685562,31,No,Travel_Rarely,Care,2,4,Life Sciences,Male,32,1,Other,4,Divorced,2695,7747,0,Y,No,3,40,3,2,1,2,2,2,2,12,0
1685220,36,No,Travel_Rarely,Nursing,13,5,Marketing,Male,96,2,Nurse,1,Divorced,6134,8658,5,Y,No,3,40,16,3,3,2,2,2,2,12,0
1683886,32,Yes,Travel_Frequently,Dietary,5,2,Life Sciences,Female,47,1,Other,3,Single,2432,15318,3,Y,No,3,40,8,2,3,4,1,0,3,12,0
1682385,45,No,Travel_Rarely,Care,9,3,Life Sciences,Male,60,2,Nurse,2,Divorced,2348,10901,8,Y,No,3,40,20,2,1,17,9,0,15,12,1
1682292,35,No,Travel_Rarely,Dietary,23,4,Medical,Male,91,1,Nurse,3,Married,2705,9696,0,Y,No,3,40,6,2,4,5,4,0,3,12,0
1680993,27,No,Travel_Frequently,Nursing,8,3,Life Sciences,Male,37,3,Nurse,3,Single,8726,2975,1,Y,No,3,40,9,0,3,9,8,1,7,12,0
1680323,36,No,Non-Travel,Nursing,1,5,Medical,Female,45,2,Nurse,4,Single,6653,15276,4,Y,No,3,40,7,6,3,1,0,0,0,12,0
1680149,27,No,Travel_Rarely,Care,5,3,Life Sciences,Female,85,1,Other,2,Single,2478,20938,1,Y,No,3,40,4,2,2,4,3,1,2,12,0
1679401,42,No,Travel_Rarely,Care,2,4,Other,Male,98,2,Nurse,4,Single,6781,17078,3,Y,No,4,40,14,6,3,1,0,0,0,12,0
1679356,34,No,Travel_Rarely,Care,7,4,Medical,Male,35,1,Other,4,Single,2972,22061,1,Y,No,3,40,1,4,1,1,0,0,0,0,0
1678672,28,No,Travel_Frequently,Nursing,1,3,Technical Degree,Male,92,1,Other,3,Married,2909,15747,3,Y,No,3,40,5,3,4,3,2,1,2,12,0
1677994,55,No,Travel_Rarely,Dietary,8,3,Medical,Female,33,4,Other,3,Divorced,14756,19730,2,Y,No,3,40,21,2,3,5,0,0,2,12,0
1677775,38,No,Travel_Rarely,Nursing,1,4,Life Sciences,Male,86,2,Nurse,2,Married,4440,7636,0,Y,No,3,40,16,3,3,15,13,5,8,12,0
1677368,34,No,Travel_Rarely,Care,19,3,Life Sciences,Female,35,1,Nurse,4,Married,2929,20338,1,Y,No,3,40,10,3,3,10,9,8,7,12,0
1676403,42,No,Travel_Rarely,Dietary,8,3,Life Sciences,Male,81,1,Nurse,3,Single,3968,13624,4,Y,No,3,40,8,3,3,0,0,0,0,12,0
1676128,35,No,Non-Travel,Dietary,3,3,Life Sciences,Male,41,1,Nurse,3,Married,1281,16900,1,Y,No,3,40,1,3,3,1,0,0,0,0,1
1675357,47,Yes,Travel_Frequently,Nursing,9,3,Life Sciences,Male,82,4,Nurse,3,Married,12936,24164,7,Y,No,3,40,25,3,1,23,5,14,10,12,0
1675215,36,No,Travel_Rarely,Dietary,13,3,Human Resources,Male,36,1,Other,2,Married,2143,25527,4,Y,No,3,40,8,2,3,5,2,0,4,0,1
1674974,34,No,Travel_Rarely,Nursing,3,1,Medical,Female,75,2,Nurse,4,Married,8103,16495,3,Y,No,3,40,9,3,2,4,2,0,1,12,0
1674685,33,No,Travel_Frequently,Dietary,1,2,Life Sciences,Female,98,3,Other,4,Single,13458,15146,1,Y,No,3,40,15,1,3,15,14,8,12,12,1
1674536,36,No,Travel_Rarely,Care,7,4,Other,Male,65,1,Other,4,Single,4678,23293,2,Y,No,3,40,8,6,3,6,2,0,1,12,1
1673608,36,No,Non-Travel,Nursing,10,4,Medical,Male,32,3,Nurse,4,Single,9980,15318,1,Y,No,3,40,10,3,2,10,3,9,7,12,1
1672940,32,No,Travel_Rarely,Nursing,7,3,Life Sciences,Male,91,2,Nurse,3,Married,5484,16985,1,Y,No,3,40,13,3,2,13,8,4,8,12,1
1670932,26,No,Travel_Frequently,Dietary,6,3,Other,Male,61,1,Nurse,4,Married,2544,7102,0,Y,No,3,40,8,3,3,7,7,7,7,12,0
1670281,31,No,Travel_Rarely,Nursing,7,3,Life Sciences,Male,44,3,Administrative,4,Divorced,11557,25291,9,Y,No,4,40,10,3,2,5,4,0,1,12,0
1670081,29,No,Travel_Rarely,Nursing,10,3,Life Sciences,Male,99,1,Other,3,Single,2642,2755,1,Y,No,3,40,1,6,3,1,0,0,0,12,0
1669573,50,No,Travel_Rarely,Dietary,29,4,Life Sciences,Male,88,4,Other,3,Married,17046,9314,0,Y,No,3,40,28,2,3,27,10,15,7,12,1
1669153,43,No,Travel_Rarely,Care,6,4,Other,Male,50,4,Administrative,4,Divorced,16627,2671,4,Y,No,3,40,21,3,2,1,0,0,0,12,1
1668455,38,No,Travel_Rarely,Care,1,1,Life Sciences,Female,43,1,Other,1,Single,2619,14561,3,Y,No,3,40,8,3,2,0,0,0,0,12,1
1668404,28,Yes,Travel_Frequently,Care,1,4,Medical,Male,44,1,Nurse,3,Single,2154,6842,0,Y,No,3,40,5,2,2,4,2,0,2,12,1
1668361,35,No,Travel_Rarely,Dietary,7,3,Other,Male,59,3,Therapist,3,Single,10221,18869,3,Y,No,4,40,17,3,4,8,5,1,6,12,0
1667869,35,No,Travel_Rarely,Care,25,4,Medical,Female,57,3,Nurse,3,Divorced,10388,6975,1,Y,No,3,40,16,3,2,16,10,10,1,12,1
1667303,54,No,Travel_Rarely,Care,8,4,Life Sciences,Female,42,2,Nurse,3,Single,3780,23428,7,Y,No,3,40,19,3,3,1,0,0,0,12,1
1665956,38,No,Travel_Rarely,Nursing,10,2,Life Sciences,Female,100,2,Nurse,4,Married,5343,5982,1,Y,No,3,40,10,1,3,10,7,1,9,0,0
1665908,50,No,Travel_Rarely,Dietary,7,2,Medical,Female,43,5,Other,3,Divorced,18740,16701,5,Y,No,3,40,29,2,2,27,3,13,8,12,0
1665873,47,No,Travel_Rarely,Dietary,26,4,Life Sciences,Female,98,5,Administrative,3,Married,19658,5220,3,Y,No,3,40,27,2,3,5,2,1,0,12,1
1665761,38,No,Travel_Rarely,Care,9,2,Life Sciences,Female,75,1,Nurse,4,Single,2288,6319,1,Y,No,3,40,2,3,3,2,2,2,1,0,1
1665575,35,No,Travel_Rarely,Care,25,2,Other,Male,54,2,Nurse,4,Single,3681,14004,4,Y,No,3,40,9,3,3,3,2,0,2,12,1
1665531,37,No,Travel_Rarely,Care,10,3,Medical,Female,98,1,Nurse,1,Married,3452,17663,6,Y,No,4,40,17,3,3,5,4,0,3,12,0
1665397,56,No,Travel_Rarely,Care,23,3,Life Sciences,Male,68,4,Therapist,2,Married,13402,18235,4,Y,No,3,40,33,0,3,19,16,15,9,12,0
1665250,26,Yes,Non-Travel,Nursing,29,2,Medical,Male,79,2,Nurse,1,Single,4969,21813,8,Y,No,3,40,7,6,3,2,2,2,2,12,1
1664278,37,Yes,Travel_Rarely,Care,11,2,Medical,Female,61,2,Nurse,2,Married,4777,14382,5,Y,No,3,40,15,2,1,1,0,0,0,0,0
1663404,34,Yes,Travel_Rarely,Nursing,24,4,Medical,Female,40,2,Nurse,2,Single,4599,7815,0,Y,No,4,40,16,2,4,15,9,10,10,12,1
1662886,47,No,Travel_Rarely,Nursing,2,2,Marketing,Female,35,2,Nurse,4,Married,4537,17783,0,Y,No,4,40,8,2,3,7,6,7,7,12,0
1662166,44,No,Travel_Rarely,Dietary,1,4,Life Sciences,Male,78,2,Nurse,1,Married,5033,9364,2,Y,No,3,40,10,5,3,2,0,2,2,12,0
1662076,38,No,Travel_Frequently,Care,10,1,Medical,Male,66,1,Other,3,Married,2684,12127,0,Y,No,3,40,3,0,2,2,1,0,2,12,1
1662066,29,No,Travel_Rarely,Nursing,2,3,Medical,Male,78,2,Nurse,2,Married,6644,3687,2,Y,No,3,40,10,2,3,0,0,0,0,12,0
1661522,39,No,Travel_Frequently,Care,1,1,Life Sciences,Male,52,5,Admin,3,Divorced,19197,8213,1,Y,No,3,40,21,3,3,21,8,1,6,12,0
1660820,27,No,Travel_Frequently,Nursing,8,1,Marketing,Male,84,2,Nurse,4,Married,4342,24008,0,Y,No,3,40,5,3,3,4,2,1,1,12,1
1660433,39,No,Travel_Frequently,Dietary,1,1,Life Sciences,Male,52,5,Other,3,Divorced,19197,8213,1,Y,No,3,40,21,3,3,21,8,1,6,12,1
1659741,43,No,Travel_Rarely,Care,3,3,Life Sciences,Male,96,5,Administrative,4,Married,19740,18625,3,Y,No,3,40,25,2,3,8,7,0,7,12,0
1659485,29,No,Travel_Rarely,Care,2,3,Life Sciences,Male,76,1,Other,2,Married,2703,4956,0,Y,No,4,40,6,3,3,5,4,0,4,12,1
1659259,37,No,Travel_Rarely,Nursing,16,4,Marketing,Male,66,2,Nurse,3,Divorced,6334,24558,4,Y,No,3,40,9,2,3,1,0,0,0,12,1
1659102,43,No,Travel_Frequently,Care,28,3,Medical,Female,72,1,Nurse,3,Single,4739,16090,4,Y,No,3,40,18,2,3,3,2,1,2,12,0
1658398,29,Yes,Travel_Rarely,Care,10,3,Life Sciences,Female,92,1,Other,1,Single,2404,11479,6,Y,No,4,40,3,5,3,0,0,0,0,12,1
1658260,23,No,Travel_Rarely,Care,4,1,Medical,Female,51,1,Nurse,2,Single,3295,12862,1,Y,No,3,40,3,3,1,3,2,1,2,12,1
1658193,30,No,Travel_Rarely,Care,1,3,Medical,Male,63,1,Other,2,Married,3579,9369,0,Y,No,4,40,12,2,3,11,9,5,7,12,0
1657986,25,No,Travel_Rarely,Care,7,1,Medical,Male,64,1,Other,4,Married,2889,26897,1,Y,No,3,40,2,2,3,2,2,2,1,12,0
1657594,21,Yes,Travel_Rarely,Care,18,1,Other,Female,65,1,Other,4,Single,2693,8870,1,Y,No,3,40,1,3,2,1,0,0,0,12,0
1655666,20,Yes,Travel_Frequently,Dietary,6,3,Life Sciences,Female,66,1,Nurse,4,Single,2926,19783,1,Y,No,3,40,1,5,3,1,0,1,0,12,1
1655596,42,No,Travel_Frequently,Care,2,3,Life Sciences,Male,40,3,Nurse,4,Married,10124,18611,2,Y,No,3,40,24,3,1,20,8,13,9,12,0
1655170,47,No,Travel_Frequently,Nursing,3,3,Medical,Female,49,4,Nurse,3,Divorced,13770,10225,9,Y,No,3,40,28,2,2,22,2,11,13,12,0
1654667,42,No,Travel_Rarely,Nursing,12,4,Marketing,Male,77,2,Nurse,4,Divorced,5087,2900,3,Y,No,3,40,14,4,3,0,0,0,0,12,0
1653415,51,No,Travel_Rarely,Nursing,14,2,Life Sciences,Female,87,2,Nurse,4,Married,4936,14862,4,Y,No,3,40,18,2,2,7,7,0,7,12,1
1650983,28,No,Travel_Rarely,Dietary,17,3,Technical Degree,Male,32,1,Nurse,4,Divorced,2367,18779,5,Y,No,3,40,6,2,2,4,1,0,3,12,0
1650545,38,No,Travel_Rarely,Care,15,2,Life Sciences,Male,92,3,Administrative,4,Divorced,11510,15682,0,Y,No,3,40,12,3,3,11,10,2,9,12,1
1650304,43,No,Travel_Rarely,Care,2,2,Medical,Female,72,1,Other,3,Divorced,2645,21923,1,Y,No,3,40,6,3,2,5,3,1,4,12,1
1649317,31,Yes,Non-Travel,Care,9,2,Medical,Male,46,1,Other,1,Single,2321,10322,0,Y,No,4,40,4,0,3,3,2,1,2,12,0
1649314,37,No,Travel_Rarely,Care,1,3,Life Sciences,Female,42,1,Other,4,Single,2115,15881,1,Y,No,3,40,17,3,3,17,12,5,7,12,0
1648657,31,Yes,Travel_Frequently,Nursing,2,3,Life Sciences,Female,90,1,Other,4,Single,2785,11882,7,Y,No,3,40,3,3,4,1,0,0,0,12,1
1646930,27,No,Travel_Rarely,Nursing,8,4,Marketing,Female,56,2,Nurse,2,Married,6214,3415,1,Y,No,3,40,8,3,3,8,7,0,7,12,1
1646893,45,No,Travel_Rarely,Dietary,2,2,Other,Female,59,2,Therapist,4,Divorced,5770,5388,1,Y,No,3,40,10,3,3,10,7,3,9,12,0
1645988,54,No,Non-Travel,Dietary,26,3,Human Resources,Female,30,4,Administrative,4,Single,17328,13871,2,Y,No,3,40,23,3,3,5,3,4,4,12,0
1645963,34,No,Travel_Frequently,Dietary,9,4,Life Sciences,Male,93,2,Nurse,1,Married,5346,6208,4,Y,No,3,40,11,3,2,7,1,0,7,12,0
1645854,35,No,Non-Travel,Care,8,4,Life Sciences,Female,52,2,Nurse,3,Married,4148,12250,1,Y,No,3,40,15,5,3,14,11,2,9,12,1
1645744,40,No,Travel_Rarely,Nursing,22,2,Marketing,Male,68,2,Nurse,3,Married,6380,6110,2,Y,No,3,40,8,6,3,6,4,1,0,12,1
1645498,34,No,Travel_Rarely,Nursing,8,2,Technical Degree,Male,92,2,Nurse,3,Married,6799,22128,1,Y,No,4,40,10,5,3,10,8,4,8,12,1
1645050,42,No,Travel_Frequently,Care,26,5,Medical,Female,60,3,Administrative,1,Married,13191,23281,3,Y,No,3,40,20,6,3,1,0,0,0,12,0
1644021,24,Yes,Travel_Frequently,Care,2,1,Technical Degree,Female,32,1,Other,4,Single,3760,17218,1,Y,No,3,40,6,2,3,6,3,1,3,12,0
1643524,25,No,Travel_Rarely,Nursing,3,1,Other,Male,98,2,Nurse,1,Married,4194,14363,1,Y,No,3,40,5,3,3,5,3,0,3,12,0
1643490,37,No,Travel_Rarely,Care,21,3,Life Sciences,Male,65,1,Other,1,Married,3564,22977,1,Y,No,3,40,8,3,2,8,7,1,7,0,1
1643001,45,No,Travel_Rarely,Care,2,3,Life Sciences,Female,95,1,Other,3,Single,2274,6153,1,Y,No,3,40,1,3,3,1,0,0,0,0,0
1641732,38,No,Travel_Rarely,Dietary,2,2,Medical,Female,54,3,Therapist,3,Married,7756,14199,3,Y,No,3,40,10,6,4,5,4,0,2,12,1
1641585,34,No,Travel_Rarely,Care,1,5,Life Sciences,Male,42,1,Other,4,Married,2691,7660,1,Y,No,3,40,10,4,2,10,9,8,8,12,1
1640979,29,No,Travel_Rarely,Dietary,13,2,Other,Male,46,2,Nurse,2,Married,4025,23679,4,Y,No,3,40,10,2,3,4,3,0,3,12,1
1640372,32,No,Travel_Frequently,Care,10,3,Life Sciences,Male,56,1,Nurse,3,Married,3433,17360,6,Y,No,3,40,10,3,2,5,2,1,3,12,1
1639147,29,No,Travel_Rarely,Nursing,10,3,Marketing,Male,83,1,Other,2,Divorced,2297,17967,1,Y,No,3,40,2,2,3,2,2,2,2,12,0
1638565,28,No,Travel_Rarely,Care,21,3,Medical,Male,42,1,Nurse,4,Married,2713,6672,1,Y,No,3,40,5,2,1,5,2,0,2,12,0
1638427,50,No,Travel_Rarely,Nursing,9,3,Marketing,Male,59,5,Administrative,3,Married,19331,19519,4,Y,No,3,40,27,2,3,1,0,0,0,12,1
1637745,35,No,Travel_Rarely,Care,1,4,Life Sciences,Female,40,1,Other,3,Single,2506,13301,3,Y,No,3,40,7,0,3,2,2,2,2,12,1
1637651,34,No,Travel_Rarely,Nursing,13,4,Medical,Male,39,3,Nurse,3,Divorced,8628,22914,1,Y,No,3,40,9,2,2,8,7,1,1,12,0
1637476,34,No,Travel_Rarely,Dietary,9,4,Technical Degree,Female,52,1,Other,3,Married,2742,3072,1,Y,No,3,40,2,0,3,2,2,2,2,12,1
1636995,26,Yes,Travel_Frequently,Dietary,17,4,Life Sciences,Female,58,1,Other,3,Divorced,2741,22808,0,Y,No,3,40,8,2,2,7,7,1,0,12,0
1635763,30,No,Travel_Rarely,Dietary,2,3,Life Sciences,Female,43,2,Therapist,4,Single,6091,24793,2,Y,No,4,40,11,2,3,5,4,0,2,12,0
1635251,32,No,Travel_Rarely,Care,1,1,Life Sciences,Male,71,1,Other,1,Single,2956,15178,1,Y,No,3,40,1,2,3,1,0,0,0,12,0
1634874,36,No,Travel_Rarely,Nursing,2,2,Medical,Male,61,3,Nurse,3,Married,7596,3809,1,Y,No,3,40,10,2,3,10,9,9,0,12,0
1634788,38,No,Travel_Rarely,Care,2,3,Life Sciences,Male,45,1,Other,4,Single,3944,4306,5,Y,No,3,40,6,3,3,3,2,1,2,12,0
1634766,39,No,Travel_Rarely,Care,2,4,Technical Degree,Female,80,2,Nurse,3,Single,4553,20978,1,Y,No,3,40,20,4,3,20,7,11,10,12,0
1634652,42,No,Travel_Rarely,Dietary,2,1,Technical Degree,Male,52,1,Other,3,Divorced,2696,24017,0,Y,No,3,40,4,5,3,3,2,1,0,12,1
1633361,32,No,Travel_Frequently,Care,2,2,Life Sciences,Male,79,1,Nurse,4,Single,3068,11864,0,Y,No,3,40,8,2,2,7,7,3,6,12,1
1633200,41,No,Non-Travel,Care,7,1,Life Sciences,Female,55,5,Administrative,3,Divorced,19973,20284,1,Y,No,4,40,21,3,3,21,16,5,10,12,0
1633178,32,No,Travel_Rarely,Nursing,2,1,Marketing,Male,36,2,Nurse,2,Married,4078,20497,0,Y,No,3,40,4,3,2,3,2,1,2,12,0
1633070,55,No,Travel_Rarely,Care,2,2,Medical,Female,58,5,Admin,3,Married,19187,6992,4,Y,No,3,40,23,5,3,19,9,9,11,12,0
1632856,33,No,Travel_Rarely,Care,5,4,Life Sciences,Female,63,1,Other,4,Married,2911,14776,1,Y,No,3,40,2,2,2,2,2,0,2,12,1
1631537,26,Yes,Travel_Frequently,Care,2,3,Life Sciences,Male,57,1,Other,1,Married,2042,15346,6,Y,No,3,40,6,2,3,3,2,1,2,12,0
1631280,35,No,Travel_Rarely,Care,10,3,Other,Male,45,1,Nurse,4,Divorced,3917,9541,1,Y,No,4,40,3,4,2,3,2,1,2,12,1
1629676,34,Yes,Non-Travel,Nursing,19,3,Marketing,Male,67,2,Nurse,4,Single,5304,4652,8,Y,No,3,40,9,3,2,5,2,0,4,12,1
1629597,35,No,Travel_Rarely,Care,6,1,Life Sciences,Male,66,1,Nurse,3,Married,3506,6020,0,Y,No,3,40,4,3,3,3,2,2,2,12,1
1628827,36,No,Travel_Rarely,Nursing,3,3,Medical,Female,94,3,Nurse,4,Married,7644,12695,0,Y,No,3,40,10,2,3,9,7,3,4,12,1
1628660,37,No,Travel_Frequently,Care,9,3,Medical,Male,53,1,Other,4,Married,2326,11411,1,Y,No,3,40,4,3,2,4,2,1,2,12,1
1628396,42,No,Travel_Rarely,Care,12,3,Medical,Male,57,1,Nurse,2,Divorced,2766,8952,8,Y,No,4,40,7,6,2,5,3,0,4,12,1
1627796,59,No,Non-Travel,Dietary,2,4,Human Resources,Female,32,5,Administrative,4,Married,18844,21922,9,Y,No,4,40,30,3,3,3,2,2,2,12,1
1626748,35,No,Travel_Rarely,Nursing,10,3,Medical,Male,55,3,Nurse,1,Married,10306,21530,9,Y,No,3,40,15,3,3,13,12,6,0,12,1
1626443,31,No,Non-Travel,Nursing,5,3,Medical,Male,74,2,Therapist,1,Single,9936,3787,0,Y,No,3,40,10,2,3,9,4,1,7,12,1
1625621,34,No,Travel_Rarely,Care,1,3,Life Sciences,Female,86,1,Nurse,2,Married,3294,3708,5,Y,No,3,40,7,2,2,5,4,0,2,12,0
1625490,31,No,Travel_Rarely,Nursing,7,3,Marketing,Male,73,2,Nurse,4,Divorced,7547,7143,4,Y,No,3,40,13,3,3,7,7,1,7,0,1
1624205,53,No,Travel_Rarely,Nursing,1,1,Medical,Female,34,2,Nurse,1,Single,8381,7507,7,Y,No,4,40,18,2,4,14,7,8,10,12,1
1624104,34,No,Travel_Frequently,Care,10,4,Life Sciences,Male,42,2,Therapist,4,Divorced,4724,17000,1,Y,No,3,40,9,3,3,9,7,7,2,12,1
1622897,24,No,Travel_Rarely,Care,9,3,Medical,Male,62,1,Other,3,Married,4401,17616,1,Y,No,3,40,5,1,3,5,3,0,4,12,1
1622255,28,Yes,Travel_Rarely,Care,2,4,Life Sciences,Male,79,1,Nurse,3,Single,3485,14935,2,Y,No,3,40,5,5,1,0,0,0,0,12,1
1622092,29,No,Travel_Rarely,Care,21,4,Life Sciences,Female,51,3,Therapist,1,Divorced,9980,10195,1,Y,No,3,40,10,1,3,10,9,8,8,12,1
1622091,26,Yes,Non-Travel,Nursing,29,2,Medical,Male,79,2,Nurse,1,Single,4969,21813,8,Y,No,3,40,7,6,3,2,2,2,2,12,0
1622068,34,No,Non-Travel,Nursing,23,4,Marketing,Male,72,2,Nurse,3,Single,4568,10034,0,Y,No,4,40,10,2,3,9,5,8,7,12,1
1622014,39,No,Travel_Rarely,Care,18,2,Life Sciences,Male,32,2,Therapist,3,Single,4534,13352,0,Y,No,3,40,9,6,3,8,7,1,7,12,0
1622008,26,No,Travel_Rarely,Nursing,1,3,Life Sciences,Male,57,2,Nurse,3,Married,5296,20156,1,Y,No,3,40,8,3,3,8,7,7,7,12,0
1620973,58,No,Travel_Rarely,Care,1,3,Medical,Female,76,5,Administrative,1,Married,19701,22456,3,Y,No,4,40,32,3,3,9,8,1,5,12,0
1620694,31,No,Travel_Rarely,Care,7,4,Life Sciences,Male,48,2,Nurse,4,Divorced,5915,9528,3,Y,No,4,40,10,3,2,7,7,1,7,12,1
1620383,30,No,Travel_Frequently,Care,2,4,Technical Degree,Female,78,1,Other,1,Single,4968,26427,0,Y,No,3,40,10,2,3,9,7,0,7,12,1
1620322,26,No,Travel_Rarely,Dietary,21,3,Medical,Male,37,1,Nurse,3,Divorced,2377,19373,1,Y,No,4,40,1,0,2,1,1,0,0,12,0
1620257,48,No,Travel_Frequently,Dietary,22,3,Medical,Female,58,4,Administrative,4,Divorced,17174,2437,3,Y,No,3,40,24,3,3,22,17,4,7,12,0
1620253,34,No,Travel_Frequently,Care,10,4,Medical,Male,43,1,Other,3,Divorced,3815,5972,1,Y,No,3,40,5,4,4,5,3,2,0,0,1
1619962,42,No,Travel_Rarely,Care,7,4,Medical,Female,78,2,Other,2,Married,2372,5628,6,Y,No,3,40,18,2,3,1,0,0,0,12,1
1619652,36,No,Travel_Rarely,Care,12,5,Medical,Female,51,3,Therapist,4,Single,8858,15669,0,Y,No,3,40,15,2,2,14,8,7,8,12,1
1619511,31,No,Travel_Rarely,Care,11,4,Life Sciences,Male,48,1,Nurse,4,Married,2356,14871,3,Y,No,3,40,8,2,3,6,4,0,2,12,0
1619491,38,No,Travel_Rarely,Dietary,1,3,Human Resources,Male,37,1,Other,3,Married,2844,6004,1,Y,No,3,40,7,2,4,7,6,5,0,12,0
1618530,29,No,Travel_Rarely,Care,8,1,Medical,Male,79,2,Therapist,4,Married,5056,17689,1,Y,No,3,40,10,2,2,10,7,1,2,12,1
1618486,37,No,Travel_Rarely,Dietary,1,4,Life Sciences,Male,51,2,Therapist,3,Divorced,5993,2689,1,Y,No,3,40,7,2,4,7,5,0,7,12,0
1618456,50,No,Travel_Frequently,Care,20,5,Medical,Male,41,4,Nurse,3,Married,11245,20689,2,Y,No,3,40,32,3,3,30,8,12,13,12,1
1617735,41,No,Travel_Rarely,Nursing,2,5,Life Sciences,Female,91,4,Administrative,1,Married,16595,5626,7,Y,No,3,40,22,2,3,18,16,11,8,12,1
1616851,27,No,Travel_Rarely,Dietary,2,4,Technical Degree,Male,41,1,Other,2,Married,2226,6073,1,Y,No,3,40,6,3,2,5,3,1,2,12,0
1616596,29,No,Travel_Rarely,Care,23,3,Life Sciences,Male,54,1,Other,4,Single,2201,18168,9,Y,No,3,40,6,4,3,3,2,1,2,0,0
1616188,43,No,Travel_Rarely,Care,8,4,Other,Female,74,2,Nurse,3,Divorced,4522,2227,4,Y,No,3,40,8,3,3,5,2,0,2,12,0
1615430,25,No,Travel_Rarely,Nursing,26,1,Medical,Female,32,2,Nurse,4,Single,6180,22807,1,Y,No,4,40,6,5,2,6,5,1,4,12,0
1613984,30,No,Non-Travel,Care,2,3,Medical,Female,49,1,Nurse,4,Single,2564,7181,0,Y,No,3,40,12,2,2,11,7,6,7,12,0
1613858,44,No,Travel_Rarely,Care,20,3,Life Sciences,Male,49,1,Other,2,Single,3420,21158,1,Y,No,3,40,6,3,2,5,2,1,3,12,0
1613258,34,No,Travel_Frequently,Care,1,4,Other,Male,91,1,Other,1,Divorced,2996,20284,5,Y,No,3,40,10,2,3,4,3,1,3,12,1
1612768,21,Yes,Travel_Frequently,Nursing,1,1,Technical Degree,Female,99,1,Other,2,Single,2174,9150,1,Y,No,3,40,3,3,3,3,2,1,2,12,0
1612699,51,No,Travel_Rarely,Dietary,3,3,Technical Degree,Female,53,3,Other,3,Married,13116,22984,2,Y,No,3,40,15,2,3,2,2,2,2,12,1
1612685,28,No,Travel_Frequently,Care,2,3,Life Sciences,Male,52,1,Nurse,4,Married,3867,14222,1,Y,No,3,40,2,2,3,2,2,2,2,12,1
